C_svc,C_lgs,alpha_nb,ngram,trained,indexing
0.91,0.31000000000000005,0.41,1,N,28520
0.91,0.31000000000000005,0.41,2,N,28521
0.91,0.31000000000000005,0.41,3,N,28522
0.91,0.31000000000000005,0.41,4,N,28523
0.91,0.31000000000000005,0.41,5,N,28524
0.91,0.31000000000000005,0.51,1,N,28525
0.91,0.31000000000000005,0.51,2,N,28526
0.91,0.31000000000000005,0.51,3,N,28527
0.91,0.31000000000000005,0.51,4,N,28528
0.91,0.31000000000000005,0.51,5,N,28529
0.91,0.31000000000000005,0.6100000000000001,1,N,28530
0.91,0.31000000000000005,0.6100000000000001,2,N,28531
0.91,0.31000000000000005,0.6100000000000001,3,N,28532
0.91,0.31000000000000005,0.6100000000000001,4,N,28533
0.91,0.31000000000000005,0.6100000000000001,5,N,28534
0.91,0.31000000000000005,0.7100000000000001,1,N,28535
0.91,0.31000000000000005,0.7100000000000001,2,N,28536
0.91,0.31000000000000005,0.7100000000000001,3,N,28537
0.91,0.31000000000000005,0.7100000000000001,4,N,28538
0.91,0.31000000000000005,0.7100000000000001,5,N,28539
0.91,0.31000000000000005,0.81,1,N,28540
0.91,0.31000000000000005,0.81,2,N,28541
0.91,0.31000000000000005,0.81,3,N,28542
0.91,0.31000000000000005,0.81,4,N,28543
0.91,0.31000000000000005,0.81,5,N,28544
0.91,0.31000000000000005,0.91,1,N,28545
0.91,0.31000000000000005,0.91,2,N,28546
0.91,0.31000000000000005,0.91,3,N,28547
0.91,0.31000000000000005,0.91,4,N,28548
0.91,0.31000000000000005,0.91,5,N,28549
0.91,0.31000000000000005,1.01,1,N,28550
0.91,0.31000000000000005,1.01,2,N,28551
0.91,0.31000000000000005,1.01,3,N,28552
0.91,0.31000000000000005,1.01,4,N,28553
0.91,0.31000000000000005,1.01,5,N,28554
0.91,0.31000000000000005,1.11,1,N,28555
0.91,0.31000000000000005,1.11,2,N,28556
0.91,0.31000000000000005,1.11,3,N,28557
0.91,0.31000000000000005,1.11,4,N,28558
0.91,0.31000000000000005,1.11,5,N,28559
0.91,0.31000000000000005,1.3,1,N,28560
0.91,0.31000000000000005,1.3,2,N,28561
0.91,0.31000000000000005,1.3,3,N,28562
0.91,0.31000000000000005,1.3,4,N,28563
0.91,0.31000000000000005,1.3,5,N,28564
0.91,0.31000000000000005,1.6,1,N,28565
0.91,0.31000000000000005,1.6,2,N,28566
0.91,0.31000000000000005,1.6,3,N,28567
0.91,0.31000000000000005,1.6,4,N,28568
0.91,0.31000000000000005,1.6,5,N,28569
0.91,0.31000000000000005,1.9,1,N,28570
0.91,0.31000000000000005,1.9,2,N,28571
0.91,0.31000000000000005,1.9,3,N,28572
0.91,0.31000000000000005,1.9,4,N,28573
0.91,0.31000000000000005,1.9,5,N,28574
0.91,0.31000000000000005,2.2,1,N,28575
0.91,0.31000000000000005,2.2,2,N,28576
0.91,0.31000000000000005,2.2,3,N,28577
0.91,0.31000000000000005,2.2,4,N,28578
0.91,0.31000000000000005,2.2,5,N,28579
0.91,0.31000000000000005,2.5,1,N,28580
0.91,0.31000000000000005,2.5,2,N,28581
0.91,0.31000000000000005,2.5,3,N,28582
0.91,0.31000000000000005,2.5,4,N,28583
0.91,0.31000000000000005,2.5,5,N,28584
0.91,0.31000000000000005,2.8000000000000003,1,N,28585
0.91,0.31000000000000005,2.8000000000000003,2,N,28586
0.91,0.31000000000000005,2.8000000000000003,3,N,28587
0.91,0.31000000000000005,2.8000000000000003,4,N,28588
0.91,0.31000000000000005,2.8000000000000003,5,N,28589
0.91,0.31000000000000005,3.1000000000000005,1,N,28590
0.91,0.31000000000000005,3.1000000000000005,2,N,28591
0.91,0.31000000000000005,3.1000000000000005,3,N,28592
0.91,0.31000000000000005,3.1000000000000005,4,N,28593
0.91,0.31000000000000005,3.1000000000000005,5,N,28594
0.91,0.31000000000000005,3.4000000000000004,1,N,28595
0.91,0.31000000000000005,3.4000000000000004,2,N,28596
0.91,0.31000000000000005,3.4000000000000004,3,N,28597
0.91,0.31000000000000005,3.4000000000000004,4,N,28598
0.91,0.31000000000000005,3.4000000000000004,5,N,28599
0.91,0.31000000000000005,3.7,1,N,28600
0.91,0.31000000000000005,3.7,2,N,28601
0.91,0.31000000000000005,3.7,3,N,28602
0.91,0.31000000000000005,3.7,4,N,28603
0.91,0.31000000000000005,3.7,5,N,28604
0.91,0.31000000000000005,4.0,1,N,28605
0.91,0.31000000000000005,4.0,2,N,28606
0.91,0.31000000000000005,4.0,3,N,28607
0.91,0.31000000000000005,4.0,4,N,28608
0.91,0.31000000000000005,4.0,5,N,28609
0.91,0.31000000000000005,4.300000000000002,1,N,28610
0.91,0.31000000000000005,4.300000000000002,2,N,28611
0.91,0.31000000000000005,4.300000000000002,3,N,28612
0.91,0.31000000000000005,4.300000000000002,4,N,28613
0.91,0.31000000000000005,4.300000000000002,5,N,28614
0.91,0.31000000000000005,4.6000000000000005,1,N,28615
0.91,0.31000000000000005,4.6000000000000005,2,N,28616
0.91,0.31000000000000005,4.6000000000000005,3,N,28617
0.91,0.31000000000000005,4.6000000000000005,4,N,28618
0.91,0.31000000000000005,4.6000000000000005,5,N,28619
0.91,0.31000000000000005,4.9,1,N,28620
0.91,0.31000000000000005,4.9,2,N,28621
0.91,0.31000000000000005,4.9,3,N,28622
0.91,0.31000000000000005,4.9,4,N,28623
0.91,0.31000000000000005,4.9,5,N,28624
0.91,0.41,0.01,1,N,28625
0.91,0.41,0.01,2,N,28626
0.91,0.41,0.01,3,N,28627
0.91,0.41,0.01,4,N,28628
0.91,0.41,0.01,5,N,28629
0.91,0.41,0.11,1,N,28630
0.91,0.41,0.11,2,N,28631
0.91,0.41,0.11,3,N,28632
0.91,0.41,0.11,4,N,28633
0.91,0.41,0.11,5,N,28634
0.91,0.41,0.21,1,N,28635
0.91,0.41,0.21,2,N,28636
0.91,0.41,0.21,3,N,28637
0.91,0.41,0.21,4,N,28638
0.91,0.41,0.21,5,N,28639
0.91,0.41,0.31000000000000005,1,N,28640
0.91,0.41,0.31000000000000005,2,N,28641
0.91,0.41,0.31000000000000005,3,N,28642
0.91,0.41,0.31000000000000005,4,N,28643
0.91,0.41,0.31000000000000005,5,N,28644
0.91,0.41,0.41,1,N,28645
0.91,0.41,0.41,2,N,28646
0.91,0.41,0.41,3,N,28647
0.91,0.41,0.41,4,N,28648
0.91,0.41,0.41,5,N,28649
0.91,0.41,0.51,1,N,28650
0.91,0.41,0.51,2,N,28651
0.91,0.41,0.51,3,N,28652
0.91,0.41,0.51,4,N,28653
0.91,0.41,0.51,5,N,28654
0.91,0.41,0.6100000000000001,1,N,28655
0.91,0.41,0.6100000000000001,2,N,28656
0.91,0.41,0.6100000000000001,3,N,28657
0.91,0.41,0.6100000000000001,4,N,28658
0.91,0.41,0.6100000000000001,5,N,28659
0.91,0.41,0.7100000000000001,1,N,28660
0.91,0.41,0.7100000000000001,2,N,28661
0.91,0.41,0.7100000000000001,3,N,28662
0.91,0.41,0.7100000000000001,4,N,28663
0.91,0.41,0.7100000000000001,5,N,28664
0.91,0.41,0.81,1,N,28665
0.91,0.41,0.81,2,N,28666
0.91,0.41,0.81,3,N,28667
0.91,0.41,0.81,4,N,28668
0.91,0.41,0.81,5,N,28669
0.91,0.41,0.91,1,N,28670
0.91,0.41,0.91,2,N,28671
0.91,0.41,0.91,3,N,28672
0.91,0.41,0.91,4,N,28673
0.91,0.41,0.91,5,N,28674
0.91,0.41,1.01,1,N,28675
0.91,0.41,1.01,2,N,28676
0.91,0.41,1.01,3,N,28677
0.91,0.41,1.01,4,N,28678
0.91,0.41,1.01,5,N,28679
0.91,0.41,1.11,1,N,28680
0.91,0.41,1.11,2,N,28681
0.91,0.41,1.11,3,N,28682
0.91,0.41,1.11,4,N,28683
0.91,0.41,1.11,5,N,28684
0.91,0.41,1.3,1,N,28685
0.91,0.41,1.3,2,N,28686
0.91,0.41,1.3,3,N,28687
0.91,0.41,1.3,4,N,28688
0.91,0.41,1.3,5,N,28689
0.91,0.41,1.6,1,N,28690
0.91,0.41,1.6,2,N,28691
0.91,0.41,1.6,3,N,28692
0.91,0.41,1.6,4,N,28693
0.91,0.41,1.6,5,N,28694
0.91,0.41,1.9,1,N,28695
0.91,0.41,1.9,2,N,28696
0.91,0.41,1.9,3,N,28697
0.91,0.41,1.9,4,N,28698
0.91,0.41,1.9,5,N,28699
0.91,0.41,2.2,1,N,28700
0.91,0.41,2.2,2,N,28701
0.91,0.41,2.2,3,N,28702
0.91,0.41,2.2,4,N,28703
0.91,0.41,2.2,5,N,28704
0.91,0.41,2.5,1,N,28705
0.91,0.41,2.5,2,N,28706
0.91,0.41,2.5,3,N,28707
0.91,0.41,2.5,4,N,28708
0.91,0.41,2.5,5,N,28709
0.91,0.41,2.8000000000000003,1,N,28710
0.91,0.41,2.8000000000000003,2,N,28711
0.91,0.41,2.8000000000000003,3,N,28712
0.91,0.41,2.8000000000000003,4,N,28713
0.91,0.41,2.8000000000000003,5,N,28714
0.91,0.41,3.1000000000000005,1,N,28715
0.91,0.41,3.1000000000000005,2,N,28716
0.91,0.41,3.1000000000000005,3,N,28717
0.91,0.41,3.1000000000000005,4,N,28718
0.91,0.41,3.1000000000000005,5,N,28719
0.91,0.41,3.4000000000000004,1,N,28720
0.91,0.41,3.4000000000000004,2,N,28721
0.91,0.41,3.4000000000000004,3,N,28722
0.91,0.41,3.4000000000000004,4,N,28723
0.91,0.41,3.4000000000000004,5,N,28724
0.91,0.41,3.7,1,N,28725
0.91,0.41,3.7,2,N,28726
0.91,0.41,3.7,3,N,28727
0.91,0.41,3.7,4,N,28728
0.91,0.41,3.7,5,N,28729
0.91,0.41,4.0,1,N,28730
0.91,0.41,4.0,2,N,28731
0.91,0.41,4.0,3,N,28732
0.91,0.41,4.0,4,N,28733
0.91,0.41,4.0,5,N,28734
0.91,0.41,4.300000000000002,1,N,28735
0.91,0.41,4.300000000000002,2,N,28736
0.91,0.41,4.300000000000002,3,N,28737
0.91,0.41,4.300000000000002,4,N,28738
0.91,0.41,4.300000000000002,5,N,28739
0.91,0.41,4.6000000000000005,1,N,28740
0.91,0.41,4.6000000000000005,2,N,28741
0.91,0.41,4.6000000000000005,3,N,28742
0.91,0.41,4.6000000000000005,4,N,28743
0.91,0.41,4.6000000000000005,5,N,28744
0.91,0.41,4.9,1,N,28745
0.91,0.41,4.9,2,N,28746
0.91,0.41,4.9,3,N,28747
0.91,0.41,4.9,4,N,28748
0.91,0.41,4.9,5,N,28749
0.91,0.51,0.01,1,N,28750
0.91,0.51,0.01,2,N,28751
0.91,0.51,0.01,3,N,28752
0.91,0.51,0.01,4,N,28753
0.91,0.51,0.01,5,N,28754
0.91,0.51,0.11,1,N,28755
0.91,0.51,0.11,2,N,28756
0.91,0.51,0.11,3,N,28757
0.91,0.51,0.11,4,N,28758
0.91,0.51,0.11,5,N,28759
0.91,0.51,0.21,1,N,28760
0.91,0.51,0.21,2,N,28761
0.91,0.51,0.21,3,N,28762
0.91,0.51,0.21,4,N,28763
0.91,0.51,0.21,5,N,28764
0.91,0.51,0.31000000000000005,1,N,28765
0.91,0.51,0.31000000000000005,2,N,28766
0.91,0.51,0.31000000000000005,3,N,28767
0.91,0.51,0.31000000000000005,4,N,28768
0.91,0.51,0.31000000000000005,5,N,28769
0.91,0.51,0.41,1,N,28770
0.91,0.51,0.41,2,N,28771
0.91,0.51,0.41,3,N,28772
0.91,0.51,0.41,4,N,28773
0.91,0.51,0.41,5,N,28774
0.91,0.51,0.51,1,N,28775
0.91,0.51,0.51,2,N,28776
0.91,0.51,0.51,3,N,28777
0.91,0.51,0.51,4,N,28778
0.91,0.51,0.51,5,N,28779
0.91,0.51,0.6100000000000001,1,N,28780
0.91,0.51,0.6100000000000001,2,N,28781
0.91,0.51,0.6100000000000001,3,N,28782
0.91,0.51,0.6100000000000001,4,N,28783
0.91,0.51,0.6100000000000001,5,N,28784
0.91,0.51,0.7100000000000001,1,N,28785
0.91,0.51,0.7100000000000001,2,N,28786
0.91,0.51,0.7100000000000001,3,N,28787
0.91,0.51,0.7100000000000001,4,N,28788
0.91,0.51,0.7100000000000001,5,N,28789
0.91,0.51,0.81,1,N,28790
0.91,0.51,0.81,2,N,28791
0.91,0.51,0.81,3,N,28792
0.91,0.51,0.81,4,N,28793
0.91,0.51,0.81,5,N,28794
0.91,0.51,0.91,1,N,28795
0.91,0.51,0.91,2,N,28796
0.91,0.51,0.91,3,N,28797
0.91,0.51,0.91,4,N,28798
0.91,0.51,0.91,5,N,28799
0.91,0.51,1.01,1,N,28800
0.91,0.51,1.01,2,N,28801
0.91,0.51,1.01,3,N,28802
0.91,0.51,1.01,4,N,28803
0.91,0.51,1.01,5,N,28804
0.91,0.51,1.11,1,N,28805
0.91,0.51,1.11,2,N,28806
0.91,0.51,1.11,3,N,28807
0.91,0.51,1.11,4,N,28808
0.91,0.51,1.11,5,N,28809
0.91,0.51,1.3,1,N,28810
0.91,0.51,1.3,2,N,28811
0.91,0.51,1.3,3,N,28812
0.91,0.51,1.3,4,N,28813
0.91,0.51,1.3,5,N,28814
0.91,0.51,1.6,1,N,28815
0.91,0.51,1.6,2,N,28816
0.91,0.51,1.6,3,N,28817
0.91,0.51,1.6,4,N,28818
0.91,0.51,1.6,5,N,28819
0.91,0.51,1.9,1,N,28820
0.91,0.51,1.9,2,N,28821
0.91,0.51,1.9,3,N,28822
0.91,0.51,1.9,4,N,28823
0.91,0.51,1.9,5,N,28824
0.91,0.51,2.2,1,N,28825
0.91,0.51,2.2,2,N,28826
0.91,0.51,2.2,3,N,28827
0.91,0.51,2.2,4,N,28828
0.91,0.51,2.2,5,N,28829
0.91,0.51,2.5,1,N,28830
0.91,0.51,2.5,2,N,28831
0.91,0.51,2.5,3,N,28832
0.91,0.51,2.5,4,N,28833
0.91,0.51,2.5,5,N,28834
0.91,0.51,2.8000000000000003,1,N,28835
0.91,0.51,2.8000000000000003,2,N,28836
0.91,0.51,2.8000000000000003,3,N,28837
0.91,0.51,2.8000000000000003,4,N,28838
0.91,0.51,2.8000000000000003,5,N,28839
0.91,0.51,3.1000000000000005,1,N,28840
0.91,0.51,3.1000000000000005,2,N,28841
0.91,0.51,3.1000000000000005,3,N,28842
0.91,0.51,3.1000000000000005,4,N,28843
0.91,0.51,3.1000000000000005,5,N,28844
0.91,0.51,3.4000000000000004,1,N,28845
0.91,0.51,3.4000000000000004,2,N,28846
0.91,0.51,3.4000000000000004,3,N,28847
0.91,0.51,3.4000000000000004,4,N,28848
0.91,0.51,3.4000000000000004,5,N,28849
0.91,0.51,3.7,1,N,28850
0.91,0.51,3.7,2,N,28851
0.91,0.51,3.7,3,N,28852
0.91,0.51,3.7,4,N,28853
0.91,0.51,3.7,5,N,28854
0.91,0.51,4.0,1,N,28855
0.91,0.51,4.0,2,N,28856
0.91,0.51,4.0,3,N,28857
0.91,0.51,4.0,4,N,28858
0.91,0.51,4.0,5,N,28859
0.91,0.51,4.300000000000002,1,N,28860
0.91,0.51,4.300000000000002,2,N,28861
0.91,0.51,4.300000000000002,3,N,28862
0.91,0.51,4.300000000000002,4,N,28863
0.91,0.51,4.300000000000002,5,N,28864
0.91,0.51,4.6000000000000005,1,N,28865
0.91,0.51,4.6000000000000005,2,N,28866
0.91,0.51,4.6000000000000005,3,N,28867
0.91,0.51,4.6000000000000005,4,N,28868
0.91,0.51,4.6000000000000005,5,N,28869
0.91,0.51,4.9,1,N,28870
0.91,0.51,4.9,2,N,28871
0.91,0.51,4.9,3,N,28872
0.91,0.51,4.9,4,N,28873
0.91,0.51,4.9,5,N,28874
0.91,0.6100000000000001,0.01,1,N,28875
0.91,0.6100000000000001,0.01,2,N,28876
0.91,0.6100000000000001,0.01,3,N,28877
0.91,0.6100000000000001,0.01,4,N,28878
0.91,0.6100000000000001,0.01,5,N,28879
0.91,0.6100000000000001,0.11,1,N,28880
0.91,0.6100000000000001,0.11,2,N,28881
0.91,0.6100000000000001,0.11,3,N,28882
0.91,0.6100000000000001,0.11,4,N,28883
0.91,0.6100000000000001,0.11,5,N,28884
0.91,0.6100000000000001,0.21,1,N,28885
0.91,0.6100000000000001,0.21,2,N,28886
0.91,0.6100000000000001,0.21,3,N,28887
0.91,0.6100000000000001,0.21,4,N,28888
0.91,0.6100000000000001,0.21,5,N,28889
0.91,0.6100000000000001,0.31000000000000005,1,N,28890
0.91,0.6100000000000001,0.31000000000000005,2,N,28891
0.91,0.6100000000000001,0.31000000000000005,3,N,28892
0.91,0.6100000000000001,0.31000000000000005,4,N,28893
0.91,0.6100000000000001,0.31000000000000005,5,N,28894
0.91,0.6100000000000001,0.41,1,N,28895
0.91,0.6100000000000001,0.41,2,N,28896
0.91,0.6100000000000001,0.41,3,N,28897
0.91,0.6100000000000001,0.41,4,N,28898
0.91,0.6100000000000001,0.41,5,N,28899
0.91,0.6100000000000001,0.51,1,N,28900
0.91,0.6100000000000001,0.51,2,N,28901
0.91,0.6100000000000001,0.51,3,N,28902
0.91,0.6100000000000001,0.51,4,N,28903
0.91,0.6100000000000001,0.51,5,N,28904
0.91,0.6100000000000001,0.6100000000000001,1,N,28905
0.91,0.6100000000000001,0.6100000000000001,2,N,28906
0.91,0.6100000000000001,0.6100000000000001,3,N,28907
0.91,0.6100000000000001,0.6100000000000001,4,N,28908
0.91,0.6100000000000001,0.6100000000000001,5,N,28909
0.91,0.6100000000000001,0.7100000000000001,1,N,28910
0.91,0.6100000000000001,0.7100000000000001,2,N,28911
0.91,0.6100000000000001,0.7100000000000001,3,N,28912
0.91,0.6100000000000001,0.7100000000000001,4,N,28913
0.91,0.6100000000000001,0.7100000000000001,5,N,28914
0.91,0.6100000000000001,0.81,1,N,28915
0.91,0.6100000000000001,0.81,2,N,28916
0.91,0.6100000000000001,0.81,3,N,28917
0.91,0.6100000000000001,0.81,4,N,28918
0.91,0.6100000000000001,0.81,5,N,28919
0.91,0.6100000000000001,0.91,1,N,28920
0.91,0.6100000000000001,0.91,2,N,28921
0.91,0.6100000000000001,0.91,3,N,28922
0.91,0.6100000000000001,0.91,4,N,28923
0.91,0.6100000000000001,0.91,5,N,28924
0.91,0.6100000000000001,1.01,1,N,28925
0.91,0.6100000000000001,1.01,2,N,28926
0.91,0.6100000000000001,1.01,3,N,28927
0.91,0.6100000000000001,1.01,4,N,28928
0.91,0.6100000000000001,1.01,5,N,28929
0.91,0.6100000000000001,1.11,1,N,28930
0.91,0.6100000000000001,1.11,2,N,28931
0.91,0.6100000000000001,1.11,3,N,28932
0.91,0.6100000000000001,1.11,4,N,28933
0.91,0.6100000000000001,1.11,5,N,28934
0.91,0.6100000000000001,1.3,1,N,28935
0.91,0.6100000000000001,1.3,2,N,28936
0.91,0.6100000000000001,1.3,3,N,28937
0.91,0.6100000000000001,1.3,4,N,28938
0.91,0.6100000000000001,1.3,5,N,28939
0.91,0.6100000000000001,1.6,1,N,28940
0.91,0.6100000000000001,1.6,2,N,28941
0.91,0.6100000000000001,1.6,3,N,28942
0.91,0.6100000000000001,1.6,4,N,28943
0.91,0.6100000000000001,1.6,5,N,28944
0.91,0.6100000000000001,1.9,1,N,28945
0.91,0.6100000000000001,1.9,2,N,28946
0.91,0.6100000000000001,1.9,3,N,28947
0.91,0.6100000000000001,1.9,4,N,28948
0.91,0.6100000000000001,1.9,5,N,28949
0.91,0.6100000000000001,2.2,1,N,28950
0.91,0.6100000000000001,2.2,2,N,28951
0.91,0.6100000000000001,2.2,3,N,28952
0.91,0.6100000000000001,2.2,4,N,28953
0.91,0.6100000000000001,2.2,5,N,28954
0.91,0.6100000000000001,2.5,1,N,28955
0.91,0.6100000000000001,2.5,2,N,28956
0.91,0.6100000000000001,2.5,3,N,28957
0.91,0.6100000000000001,2.5,4,N,28958
0.91,0.6100000000000001,2.5,5,N,28959
0.91,0.6100000000000001,2.8000000000000003,1,N,28960
0.91,0.6100000000000001,2.8000000000000003,2,N,28961
0.91,0.6100000000000001,2.8000000000000003,3,N,28962
0.91,0.6100000000000001,2.8000000000000003,4,N,28963
0.91,0.6100000000000001,2.8000000000000003,5,N,28964
0.91,0.6100000000000001,3.1000000000000005,1,N,28965
0.91,0.6100000000000001,3.1000000000000005,2,N,28966
0.91,0.6100000000000001,3.1000000000000005,3,N,28967
0.91,0.6100000000000001,3.1000000000000005,4,N,28968
0.91,0.6100000000000001,3.1000000000000005,5,N,28969
0.91,0.6100000000000001,3.4000000000000004,1,N,28970
0.91,0.6100000000000001,3.4000000000000004,2,N,28971
0.91,0.6100000000000001,3.4000000000000004,3,N,28972
0.91,0.6100000000000001,3.4000000000000004,4,N,28973
0.91,0.6100000000000001,3.4000000000000004,5,N,28974
0.91,0.6100000000000001,3.7,1,N,28975
0.91,0.6100000000000001,3.7,2,N,28976
0.91,0.6100000000000001,3.7,3,N,28977
0.91,0.6100000000000001,3.7,4,N,28978
0.91,0.6100000000000001,3.7,5,N,28979
0.91,0.6100000000000001,4.0,1,N,28980
0.91,0.6100000000000001,4.0,2,N,28981
0.91,0.6100000000000001,4.0,3,N,28982
0.91,0.6100000000000001,4.0,4,N,28983
0.91,0.6100000000000001,4.0,5,N,28984
0.91,0.6100000000000001,4.300000000000002,1,N,28985
0.91,0.6100000000000001,4.300000000000002,2,N,28986
0.91,0.6100000000000001,4.300000000000002,3,N,28987
0.91,0.6100000000000001,4.300000000000002,4,N,28988
0.91,0.6100000000000001,4.300000000000002,5,N,28989
0.91,0.6100000000000001,4.6000000000000005,1,N,28990
0.91,0.6100000000000001,4.6000000000000005,2,N,28991
0.91,0.6100000000000001,4.6000000000000005,3,N,28992
0.91,0.6100000000000001,4.6000000000000005,4,N,28993
0.91,0.6100000000000001,4.6000000000000005,5,N,28994
0.91,0.6100000000000001,4.9,1,N,28995
0.91,0.6100000000000001,4.9,2,N,28996
0.91,0.6100000000000001,4.9,3,N,28997
0.91,0.6100000000000001,4.9,4,N,28998
0.91,0.6100000000000001,4.9,5,N,28999
0.91,0.7100000000000001,0.01,1,N,29000
0.91,0.7100000000000001,0.01,2,N,29001
0.91,0.7100000000000001,0.01,3,N,29002
0.91,0.7100000000000001,0.01,4,N,29003
0.91,0.7100000000000001,0.01,5,N,29004
0.91,0.7100000000000001,0.11,1,N,29005
0.91,0.7100000000000001,0.11,2,N,29006
0.91,0.7100000000000001,0.11,3,N,29007
0.91,0.7100000000000001,0.11,4,N,29008
0.91,0.7100000000000001,0.11,5,N,29009
0.91,0.7100000000000001,0.21,1,N,29010
0.91,0.7100000000000001,0.21,2,N,29011
0.91,0.7100000000000001,0.21,3,N,29012
0.91,0.7100000000000001,0.21,4,N,29013
0.91,0.7100000000000001,0.21,5,N,29014
0.91,0.7100000000000001,0.31000000000000005,1,N,29015
0.91,0.7100000000000001,0.31000000000000005,2,N,29016
0.91,0.7100000000000001,0.31000000000000005,3,N,29017
0.91,0.7100000000000001,0.31000000000000005,4,N,29018
0.91,0.7100000000000001,0.31000000000000005,5,N,29019
0.91,0.7100000000000001,0.41,1,N,29020
0.91,0.7100000000000001,0.41,2,N,29021
0.91,0.7100000000000001,0.41,3,N,29022
0.91,0.7100000000000001,0.41,4,N,29023
0.91,0.7100000000000001,0.41,5,N,29024
0.91,0.7100000000000001,0.51,1,N,29025
0.91,0.7100000000000001,0.51,2,N,29026
0.91,0.7100000000000001,0.51,3,N,29027
0.91,0.7100000000000001,0.51,4,N,29028
0.91,0.7100000000000001,0.51,5,N,29029
0.91,0.7100000000000001,0.6100000000000001,1,N,29030
0.91,0.7100000000000001,0.6100000000000001,2,N,29031
0.91,0.7100000000000001,0.6100000000000001,3,N,29032
0.91,0.7100000000000001,0.6100000000000001,4,N,29033
0.91,0.7100000000000001,0.6100000000000001,5,N,29034
0.91,0.7100000000000001,0.7100000000000001,1,N,29035
0.91,0.7100000000000001,0.7100000000000001,2,N,29036
0.91,0.7100000000000001,0.7100000000000001,3,N,29037
0.91,0.7100000000000001,0.7100000000000001,4,N,29038
0.91,0.7100000000000001,0.7100000000000001,5,N,29039
0.91,0.7100000000000001,0.81,1,N,29040
0.91,0.7100000000000001,0.81,2,N,29041
0.91,0.7100000000000001,0.81,3,N,29042
0.91,0.7100000000000001,0.81,4,N,29043
0.91,0.7100000000000001,0.81,5,N,29044
0.91,0.7100000000000001,0.91,1,N,29045
0.91,0.7100000000000001,0.91,2,N,29046
0.91,0.7100000000000001,0.91,3,N,29047
0.91,0.7100000000000001,0.91,4,N,29048
0.91,0.7100000000000001,0.91,5,N,29049
0.91,0.7100000000000001,1.01,1,N,29050
0.91,0.7100000000000001,1.01,2,N,29051
0.91,0.7100000000000001,1.01,3,N,29052
0.91,0.7100000000000001,1.01,4,N,29053
0.91,0.7100000000000001,1.01,5,N,29054
0.91,0.7100000000000001,1.11,1,N,29055
0.91,0.7100000000000001,1.11,2,N,29056
0.91,0.7100000000000001,1.11,3,N,29057
0.91,0.7100000000000001,1.11,4,N,29058
0.91,0.7100000000000001,1.11,5,N,29059
0.91,0.7100000000000001,1.3,1,N,29060
0.91,0.7100000000000001,1.3,2,N,29061
0.91,0.7100000000000001,1.3,3,N,29062
0.91,0.7100000000000001,1.3,4,N,29063
0.91,0.7100000000000001,1.3,5,N,29064
0.91,0.7100000000000001,1.6,1,N,29065
0.91,0.7100000000000001,1.6,2,N,29066
0.91,0.7100000000000001,1.6,3,N,29067
0.91,0.7100000000000001,1.6,4,N,29068
0.91,0.7100000000000001,1.6,5,N,29069
0.91,0.7100000000000001,1.9,1,N,29070
0.91,0.7100000000000001,1.9,2,N,29071
0.91,0.7100000000000001,1.9,3,N,29072
0.91,0.7100000000000001,1.9,4,N,29073
0.91,0.7100000000000001,1.9,5,N,29074
0.91,0.7100000000000001,2.2,1,N,29075
0.91,0.7100000000000001,2.2,2,N,29076
0.91,0.7100000000000001,2.2,3,N,29077
0.91,0.7100000000000001,2.2,4,N,29078
0.91,0.7100000000000001,2.2,5,N,29079
0.91,0.7100000000000001,2.5,1,N,29080
0.91,0.7100000000000001,2.5,2,N,29081
0.91,0.7100000000000001,2.5,3,N,29082
0.91,0.7100000000000001,2.5,4,N,29083
0.91,0.7100000000000001,2.5,5,N,29084
0.91,0.7100000000000001,2.8000000000000003,1,N,29085
0.91,0.7100000000000001,2.8000000000000003,2,N,29086
0.91,0.7100000000000001,2.8000000000000003,3,N,29087
0.91,0.7100000000000001,2.8000000000000003,4,N,29088
0.91,0.7100000000000001,2.8000000000000003,5,N,29089
0.91,0.7100000000000001,3.1000000000000005,1,N,29090
0.91,0.7100000000000001,3.1000000000000005,2,N,29091
0.91,0.7100000000000001,3.1000000000000005,3,N,29092
0.91,0.7100000000000001,3.1000000000000005,4,N,29093
0.91,0.7100000000000001,3.1000000000000005,5,N,29094
0.91,0.7100000000000001,3.4000000000000004,1,N,29095
0.91,0.7100000000000001,3.4000000000000004,2,N,29096
0.91,0.7100000000000001,3.4000000000000004,3,N,29097
0.91,0.7100000000000001,3.4000000000000004,4,N,29098
0.91,0.7100000000000001,3.4000000000000004,5,N,29099
0.91,0.7100000000000001,3.7,1,N,29100
0.91,0.7100000000000001,3.7,2,N,29101
0.91,0.7100000000000001,3.7,3,N,29102
0.91,0.7100000000000001,3.7,4,N,29103
0.91,0.7100000000000001,3.7,5,N,29104
0.91,0.7100000000000001,4.0,1,N,29105
0.91,0.7100000000000001,4.0,2,N,29106
0.91,0.7100000000000001,4.0,3,N,29107
0.91,0.7100000000000001,4.0,4,N,29108
0.91,0.7100000000000001,4.0,5,N,29109
0.91,0.7100000000000001,4.300000000000002,1,N,29110
0.91,0.7100000000000001,4.300000000000002,2,N,29111
0.91,0.7100000000000001,4.300000000000002,3,N,29112
0.91,0.7100000000000001,4.300000000000002,4,N,29113
0.91,0.7100000000000001,4.300000000000002,5,N,29114
