C_svc,C_lgs,alpha_nb,ngram,trained,indexing
0.41,0.21,0.51,3,N,12777
0.41,0.21,0.51,4,N,12778
0.41,0.21,0.51,5,N,12779
0.41,0.21,0.6100000000000001,1,N,12780
0.41,0.21,0.6100000000000001,2,N,12781
0.41,0.21,0.6100000000000001,3,N,12782
0.41,0.21,0.6100000000000001,4,N,12783
0.41,0.21,0.6100000000000001,5,N,12784
0.41,0.21,0.7100000000000001,1,N,12785
0.41,0.21,0.7100000000000001,2,N,12786
0.41,0.21,0.7100000000000001,3,N,12787
0.41,0.21,0.7100000000000001,4,N,12788
0.41,0.21,0.7100000000000001,5,N,12789
0.41,0.21,0.81,1,N,12790
0.41,0.21,0.81,2,N,12791
0.41,0.21,0.81,3,N,12792
0.41,0.21,0.81,4,N,12793
0.41,0.21,0.81,5,N,12794
0.41,0.21,0.91,1,N,12795
0.41,0.21,0.91,2,N,12796
0.41,0.21,0.91,3,N,12797
0.41,0.21,0.91,4,N,12798
0.41,0.21,0.91,5,N,12799
0.41,0.21,1.01,1,N,12800
0.41,0.21,1.01,2,N,12801
0.41,0.21,1.01,3,N,12802
0.41,0.21,1.01,4,N,12803
0.41,0.21,1.01,5,N,12804
0.41,0.21,1.11,1,N,12805
0.41,0.21,1.11,2,N,12806
0.41,0.21,1.11,3,N,12807
0.41,0.21,1.11,4,N,12808
0.41,0.21,1.11,5,N,12809
0.41,0.21,1.3,1,N,12810
0.41,0.21,1.3,2,N,12811
0.41,0.21,1.3,3,N,12812
0.41,0.21,1.3,4,N,12813
0.41,0.21,1.3,5,N,12814
0.41,0.21,1.6,1,N,12815
0.41,0.21,1.6,2,N,12816
0.41,0.21,1.6,3,N,12817
0.41,0.21,1.6,4,N,12818
0.41,0.21,1.6,5,N,12819
0.41,0.21,1.9,1,N,12820
0.41,0.21,1.9,2,N,12821
0.41,0.21,1.9,3,N,12822
0.41,0.21,1.9,4,N,12823
0.41,0.21,1.9,5,N,12824
0.41,0.21,2.2,1,N,12825
0.41,0.21,2.2,2,N,12826
0.41,0.21,2.2,3,N,12827
0.41,0.21,2.2,4,N,12828
0.41,0.21,2.2,5,N,12829
0.41,0.21,2.5,1,N,12830
0.41,0.21,2.5,2,N,12831
0.41,0.21,2.5,3,N,12832
0.41,0.21,2.5,4,N,12833
0.41,0.21,2.5,5,N,12834
0.41,0.21,2.8000000000000003,1,N,12835
0.41,0.21,2.8000000000000003,2,N,12836
0.41,0.21,2.8000000000000003,3,N,12837
0.41,0.21,2.8000000000000003,4,N,12838
0.41,0.21,2.8000000000000003,5,N,12839
0.41,0.21,3.1000000000000005,1,N,12840
0.41,0.21,3.1000000000000005,2,N,12841
0.41,0.21,3.1000000000000005,3,N,12842
0.41,0.21,3.1000000000000005,4,N,12843
0.41,0.21,3.1000000000000005,5,N,12844
0.41,0.21,3.4000000000000004,1,N,12845
0.41,0.21,3.4000000000000004,2,N,12846
0.41,0.21,3.4000000000000004,3,N,12847
0.41,0.21,3.4000000000000004,4,N,12848
0.41,0.21,3.4000000000000004,5,N,12849
0.41,0.21,3.7,1,N,12850
0.41,0.21,3.7,2,N,12851
0.41,0.21,3.7,3,N,12852
0.41,0.21,3.7,4,N,12853
0.41,0.21,3.7,5,N,12854
0.41,0.21,4.0,1,N,12855
0.41,0.21,4.0,2,N,12856
0.41,0.21,4.0,3,N,12857
0.41,0.21,4.0,4,N,12858
0.41,0.21,4.0,5,N,12859
0.41,0.21,4.300000000000002,1,N,12860
0.41,0.21,4.300000000000002,2,N,12861
0.41,0.21,4.300000000000002,3,N,12862
0.41,0.21,4.300000000000002,4,N,12863
0.41,0.21,4.300000000000002,5,N,12864
0.41,0.21,4.6000000000000005,1,N,12865
0.41,0.21,4.6000000000000005,2,N,12866
0.41,0.21,4.6000000000000005,3,N,12867
0.41,0.21,4.6000000000000005,4,N,12868
0.41,0.21,4.6000000000000005,5,N,12869
0.41,0.21,4.9,1,N,12870
0.41,0.21,4.9,2,N,12871
0.41,0.21,4.9,3,N,12872
0.41,0.21,4.9,4,N,12873
0.41,0.21,4.9,5,N,12874
0.41,0.31000000000000005,0.01,1,N,12875
0.41,0.31000000000000005,0.01,2,N,12876
0.41,0.31000000000000005,0.01,3,N,12877
0.41,0.31000000000000005,0.01,4,N,12878
0.41,0.31000000000000005,0.01,5,N,12879
0.41,0.31000000000000005,0.11,1,N,12880
0.41,0.31000000000000005,0.11,2,N,12881
0.41,0.31000000000000005,0.11,3,N,12882
0.41,0.31000000000000005,0.11,4,N,12883
0.41,0.31000000000000005,0.11,5,N,12884
0.41,0.31000000000000005,0.21,1,N,12885
0.41,0.31000000000000005,0.21,2,N,12886
0.41,0.31000000000000005,0.21,3,N,12887
0.41,0.31000000000000005,0.21,4,N,12888
0.41,0.31000000000000005,0.21,5,N,12889
0.41,0.31000000000000005,0.31000000000000005,1,N,12890
0.41,0.31000000000000005,0.31000000000000005,2,N,12891
0.41,0.31000000000000005,0.31000000000000005,3,N,12892
0.41,0.31000000000000005,0.31000000000000005,4,N,12893
0.41,0.31000000000000005,0.31000000000000005,5,N,12894
0.41,0.31000000000000005,0.41,1,N,12895
0.41,0.31000000000000005,0.41,2,N,12896
0.41,0.31000000000000005,0.41,3,N,12897
0.41,0.31000000000000005,0.41,4,N,12898
0.41,0.31000000000000005,0.41,5,N,12899
0.41,0.31000000000000005,0.51,1,N,12900
0.41,0.31000000000000005,0.51,2,N,12901
0.41,0.31000000000000005,0.51,3,N,12902
0.41,0.31000000000000005,0.51,4,N,12903
0.41,0.31000000000000005,0.51,5,N,12904
0.41,0.31000000000000005,0.6100000000000001,1,N,12905
0.41,0.31000000000000005,0.6100000000000001,2,N,12906
0.41,0.31000000000000005,0.6100000000000001,3,N,12907
0.41,0.31000000000000005,0.6100000000000001,4,N,12908
0.41,0.31000000000000005,0.6100000000000001,5,N,12909
0.41,0.31000000000000005,0.7100000000000001,1,N,12910
0.41,0.31000000000000005,0.7100000000000001,2,N,12911
0.41,0.31000000000000005,0.7100000000000001,3,N,12912
0.41,0.31000000000000005,0.7100000000000001,4,N,12913
0.41,0.31000000000000005,0.7100000000000001,5,N,12914
0.41,0.31000000000000005,0.81,1,N,12915
0.41,0.31000000000000005,0.81,2,N,12916
0.41,0.31000000000000005,0.81,3,N,12917
0.41,0.31000000000000005,0.81,4,N,12918
0.41,0.31000000000000005,0.81,5,N,12919
0.41,0.31000000000000005,0.91,1,N,12920
0.41,0.31000000000000005,0.91,2,N,12921
0.41,0.31000000000000005,0.91,3,N,12922
0.41,0.31000000000000005,0.91,4,N,12923
0.41,0.31000000000000005,0.91,5,N,12924
0.41,0.31000000000000005,1.01,1,N,12925
0.41,0.31000000000000005,1.01,2,N,12926
0.41,0.31000000000000005,1.01,3,N,12927
0.41,0.31000000000000005,1.01,4,N,12928
0.41,0.31000000000000005,1.01,5,N,12929
0.41,0.31000000000000005,1.11,1,N,12930
0.41,0.31000000000000005,1.11,2,N,12931
0.41,0.31000000000000005,1.11,3,N,12932
0.41,0.31000000000000005,1.11,4,N,12933
0.41,0.31000000000000005,1.11,5,N,12934
0.41,0.31000000000000005,1.3,1,N,12935
0.41,0.31000000000000005,1.3,2,N,12936
0.41,0.31000000000000005,1.3,3,N,12937
0.41,0.31000000000000005,1.3,4,N,12938
0.41,0.31000000000000005,1.3,5,N,12939
0.41,0.31000000000000005,1.6,1,N,12940
0.41,0.31000000000000005,1.6,2,N,12941
0.41,0.31000000000000005,1.6,3,N,12942
0.41,0.31000000000000005,1.6,4,N,12943
0.41,0.31000000000000005,1.6,5,N,12944
0.41,0.31000000000000005,1.9,1,N,12945
0.41,0.31000000000000005,1.9,2,N,12946
0.41,0.31000000000000005,1.9,3,N,12947
0.41,0.31000000000000005,1.9,4,N,12948
0.41,0.31000000000000005,1.9,5,N,12949
0.41,0.31000000000000005,2.2,1,N,12950
0.41,0.31000000000000005,2.2,2,N,12951
0.41,0.31000000000000005,2.2,3,N,12952
0.41,0.31000000000000005,2.2,4,N,12953
0.41,0.31000000000000005,2.2,5,N,12954
0.41,0.31000000000000005,2.5,1,N,12955
0.41,0.31000000000000005,2.5,2,N,12956
0.41,0.31000000000000005,2.5,3,N,12957
0.41,0.31000000000000005,2.5,4,N,12958
0.41,0.31000000000000005,2.5,5,N,12959
0.41,0.31000000000000005,2.8000000000000003,1,N,12960
0.41,0.31000000000000005,2.8000000000000003,2,N,12961
0.41,0.31000000000000005,2.8000000000000003,3,N,12962
0.41,0.31000000000000005,2.8000000000000003,4,N,12963
0.41,0.31000000000000005,2.8000000000000003,5,N,12964
0.41,0.31000000000000005,3.1000000000000005,1,N,12965
0.41,0.31000000000000005,3.1000000000000005,2,N,12966
0.41,0.31000000000000005,3.1000000000000005,3,N,12967
0.41,0.31000000000000005,3.1000000000000005,4,N,12968
0.41,0.31000000000000005,3.1000000000000005,5,N,12969
0.41,0.31000000000000005,3.4000000000000004,1,N,12970
0.41,0.31000000000000005,3.4000000000000004,2,N,12971
0.41,0.31000000000000005,3.4000000000000004,3,N,12972
0.41,0.31000000000000005,3.4000000000000004,4,N,12973
0.41,0.31000000000000005,3.4000000000000004,5,N,12974
0.41,0.31000000000000005,3.7,1,N,12975
0.41,0.31000000000000005,3.7,2,N,12976
0.41,0.31000000000000005,3.7,3,N,12977
0.41,0.31000000000000005,3.7,4,N,12978
0.41,0.31000000000000005,3.7,5,N,12979
0.41,0.31000000000000005,4.0,1,N,12980
0.41,0.31000000000000005,4.0,2,N,12981
0.41,0.31000000000000005,4.0,3,N,12982
0.41,0.31000000000000005,4.0,4,N,12983
0.41,0.31000000000000005,4.0,5,N,12984
0.41,0.31000000000000005,4.300000000000002,1,N,12985
0.41,0.31000000000000005,4.300000000000002,2,N,12986
0.41,0.31000000000000005,4.300000000000002,3,N,12987
0.41,0.31000000000000005,4.300000000000002,4,N,12988
0.41,0.31000000000000005,4.300000000000002,5,N,12989
0.41,0.31000000000000005,4.6000000000000005,1,N,12990
0.41,0.31000000000000005,4.6000000000000005,2,N,12991
0.41,0.31000000000000005,4.6000000000000005,3,N,12992
0.41,0.31000000000000005,4.6000000000000005,4,N,12993
0.41,0.31000000000000005,4.6000000000000005,5,N,12994
0.41,0.31000000000000005,4.9,1,N,12995
0.41,0.31000000000000005,4.9,2,N,12996
0.41,0.31000000000000005,4.9,3,N,12997
0.41,0.31000000000000005,4.9,4,N,12998
0.41,0.31000000000000005,4.9,5,N,12999
0.41,0.41,0.01,1,N,13000
0.41,0.41,0.01,2,N,13001
0.41,0.41,0.01,3,N,13002
0.41,0.41,0.01,4,N,13003
0.41,0.41,0.01,5,N,13004
0.41,0.41,0.11,1,N,13005
0.41,0.41,0.11,2,N,13006
0.41,0.41,0.11,3,N,13007
0.41,0.41,0.11,4,N,13008
0.41,0.41,0.11,5,N,13009
0.41,0.41,0.21,1,N,13010
0.41,0.41,0.21,2,N,13011
0.41,0.41,0.21,3,N,13012
0.41,0.41,0.21,4,N,13013
0.41,0.41,0.21,5,N,13014
0.41,0.41,0.31000000000000005,1,N,13015
0.41,0.41,0.31000000000000005,2,N,13016
0.41,0.41,0.31000000000000005,3,N,13017
0.41,0.41,0.31000000000000005,4,N,13018
0.41,0.41,0.31000000000000005,5,N,13019
0.41,0.41,0.41,1,N,13020
0.41,0.41,0.41,2,N,13021
0.41,0.41,0.41,3,N,13022
0.41,0.41,0.41,4,N,13023
0.41,0.41,0.41,5,N,13024
0.41,0.41,0.51,1,N,13025
0.41,0.41,0.51,2,N,13026
0.41,0.41,0.51,3,N,13027
0.41,0.41,0.51,4,N,13028
0.41,0.41,0.51,5,N,13029
0.41,0.41,0.6100000000000001,1,N,13030
0.41,0.41,0.6100000000000001,2,N,13031
0.41,0.41,0.6100000000000001,3,N,13032
0.41,0.41,0.6100000000000001,4,N,13033
0.41,0.41,0.6100000000000001,5,N,13034
0.41,0.41,0.7100000000000001,1,N,13035
0.41,0.41,0.7100000000000001,2,N,13036
0.41,0.41,0.7100000000000001,3,N,13037
0.41,0.41,0.7100000000000001,4,N,13038
0.41,0.41,0.7100000000000001,5,N,13039
0.41,0.41,0.81,1,N,13040
0.41,0.41,0.81,2,N,13041
0.41,0.41,0.81,3,N,13042
0.41,0.41,0.81,4,N,13043
0.41,0.41,0.81,5,N,13044
0.41,0.41,0.91,1,N,13045
0.41,0.41,0.91,2,N,13046
0.41,0.41,0.91,3,N,13047
0.41,0.41,0.91,4,N,13048
0.41,0.41,0.91,5,N,13049
0.41,0.41,1.01,1,N,13050
0.41,0.41,1.01,2,N,13051
0.41,0.41,1.01,3,N,13052
0.41,0.41,1.01,4,N,13053
0.41,0.41,1.01,5,N,13054
0.41,0.41,1.11,1,N,13055
0.41,0.41,1.11,2,N,13056
0.41,0.41,1.11,3,N,13057
0.41,0.41,1.11,4,N,13058
0.41,0.41,1.11,5,N,13059
0.41,0.41,1.3,1,N,13060
0.41,0.41,1.3,2,N,13061
0.41,0.41,1.3,3,N,13062
0.41,0.41,1.3,4,N,13063
0.41,0.41,1.3,5,N,13064
0.41,0.41,1.6,1,N,13065
0.41,0.41,1.6,2,N,13066
0.41,0.41,1.6,3,N,13067
0.41,0.41,1.6,4,N,13068
0.41,0.41,1.6,5,N,13069
0.41,0.41,1.9,1,N,13070
0.41,0.41,1.9,2,N,13071
0.41,0.41,1.9,3,N,13072
0.41,0.41,1.9,4,N,13073
0.41,0.41,1.9,5,N,13074
0.41,0.41,2.2,1,N,13075
0.41,0.41,2.2,2,N,13076
0.41,0.41,2.2,3,N,13077
0.41,0.41,2.2,4,N,13078
0.41,0.41,2.2,5,N,13079
0.41,0.41,2.5,1,N,13080
0.41,0.41,2.5,2,N,13081
0.41,0.41,2.5,3,N,13082
0.41,0.41,2.5,4,N,13083
0.41,0.41,2.5,5,N,13084
0.41,0.41,2.8000000000000003,1,N,13085
0.41,0.41,2.8000000000000003,2,N,13086
0.41,0.41,2.8000000000000003,3,N,13087
0.41,0.41,2.8000000000000003,4,N,13088
0.41,0.41,2.8000000000000003,5,N,13089
0.41,0.41,3.1000000000000005,1,N,13090
0.41,0.41,3.1000000000000005,2,N,13091
0.41,0.41,3.1000000000000005,3,N,13092
0.41,0.41,3.1000000000000005,4,N,13093
0.41,0.41,3.1000000000000005,5,N,13094
0.41,0.41,3.4000000000000004,1,N,13095
0.41,0.41,3.4000000000000004,2,N,13096
0.41,0.41,3.4000000000000004,3,N,13097
0.41,0.41,3.4000000000000004,4,N,13098
0.41,0.41,3.4000000000000004,5,N,13099
0.41,0.41,3.7,1,N,13100
0.41,0.41,3.7,2,N,13101
0.41,0.41,3.7,3,N,13102
0.41,0.41,3.7,4,N,13103
0.41,0.41,3.7,5,N,13104
0.41,0.41,4.0,1,N,13105
0.41,0.41,4.0,2,N,13106
0.41,0.41,4.0,3,N,13107
0.41,0.41,4.0,4,N,13108
0.41,0.41,4.0,5,N,13109
0.41,0.41,4.300000000000002,1,N,13110
0.41,0.41,4.300000000000002,2,N,13111
0.41,0.41,4.300000000000002,3,N,13112
0.41,0.41,4.300000000000002,4,N,13113
0.41,0.41,4.300000000000002,5,N,13114
0.41,0.41,4.6000000000000005,1,N,13115
0.41,0.41,4.6000000000000005,2,N,13116
0.41,0.41,4.6000000000000005,3,N,13117
0.41,0.41,4.6000000000000005,4,N,13118
0.41,0.41,4.6000000000000005,5,N,13119
0.41,0.41,4.9,1,N,13120
0.41,0.41,4.9,2,N,13121
0.41,0.41,4.9,3,N,13122
0.41,0.41,4.9,4,N,13123
0.41,0.41,4.9,5,N,13124
0.41,0.51,0.01,1,N,13125
0.41,0.51,0.01,2,N,13126
0.41,0.51,0.01,3,N,13127
0.41,0.51,0.01,4,N,13128
0.41,0.51,0.01,5,N,13129
0.41,0.51,0.11,1,N,13130
0.41,0.51,0.11,2,N,13131
0.41,0.51,0.11,3,N,13132
0.41,0.51,0.11,4,N,13133
0.41,0.51,0.11,5,N,13134
0.41,0.51,0.21,1,N,13135
0.41,0.51,0.21,2,N,13136
0.41,0.51,0.21,3,N,13137
0.41,0.51,0.21,4,N,13138
0.41,0.51,0.21,5,N,13139
0.41,0.51,0.31000000000000005,1,N,13140
0.41,0.51,0.31000000000000005,2,N,13141
0.41,0.51,0.31000000000000005,3,N,13142
0.41,0.51,0.31000000000000005,4,N,13143
0.41,0.51,0.31000000000000005,5,N,13144
0.41,0.51,0.41,1,N,13145
0.41,0.51,0.41,2,N,13146
0.41,0.51,0.41,3,N,13147
0.41,0.51,0.41,4,N,13148
0.41,0.51,0.41,5,N,13149
0.41,0.51,0.51,1,N,13150
0.41,0.51,0.51,2,N,13151
0.41,0.51,0.51,3,N,13152
0.41,0.51,0.51,4,N,13153
0.41,0.51,0.51,5,N,13154
0.41,0.51,0.6100000000000001,1,N,13155
0.41,0.51,0.6100000000000001,2,N,13156
0.41,0.51,0.6100000000000001,3,N,13157
0.41,0.51,0.6100000000000001,4,N,13158
0.41,0.51,0.6100000000000001,5,N,13159
0.41,0.51,0.7100000000000001,1,N,13160
0.41,0.51,0.7100000000000001,2,N,13161
0.41,0.51,0.7100000000000001,3,N,13162
0.41,0.51,0.7100000000000001,4,N,13163
0.41,0.51,0.7100000000000001,5,N,13164
0.41,0.51,0.81,1,N,13165
0.41,0.51,0.81,2,N,13166
0.41,0.51,0.81,3,N,13167
0.41,0.51,0.81,4,N,13168
0.41,0.51,0.81,5,N,13169
0.41,0.51,0.91,1,N,13170
0.41,0.51,0.91,2,N,13171
0.41,0.51,0.91,3,N,13172
0.41,0.51,0.91,4,N,13173
0.41,0.51,0.91,5,N,13174
0.41,0.51,1.01,1,N,13175
0.41,0.51,1.01,2,N,13176
0.41,0.51,1.01,3,N,13177
0.41,0.51,1.01,4,N,13178
0.41,0.51,1.01,5,N,13179
0.41,0.51,1.11,1,N,13180
0.41,0.51,1.11,2,N,13181
0.41,0.51,1.11,3,N,13182
0.41,0.51,1.11,4,N,13183
0.41,0.51,1.11,5,N,13184
0.41,0.51,1.3,1,N,13185
0.41,0.51,1.3,2,N,13186
0.41,0.51,1.3,3,N,13187
0.41,0.51,1.3,4,N,13188
0.41,0.51,1.3,5,N,13189
0.41,0.51,1.6,1,N,13190
0.41,0.51,1.6,2,N,13191
0.41,0.51,1.6,3,N,13192
0.41,0.51,1.6,4,N,13193
0.41,0.51,1.6,5,N,13194
0.41,0.51,1.9,1,N,13195
0.41,0.51,1.9,2,N,13196
0.41,0.51,1.9,3,N,13197
0.41,0.51,1.9,4,N,13198
0.41,0.51,1.9,5,N,13199
0.41,0.51,2.2,1,N,13200
0.41,0.51,2.2,2,N,13201
0.41,0.51,2.2,3,N,13202
0.41,0.51,2.2,4,N,13203
0.41,0.51,2.2,5,N,13204
0.41,0.51,2.5,1,N,13205
0.41,0.51,2.5,2,N,13206
0.41,0.51,2.5,3,N,13207
0.41,0.51,2.5,4,N,13208
0.41,0.51,2.5,5,N,13209
0.41,0.51,2.8000000000000003,1,N,13210
0.41,0.51,2.8000000000000003,2,N,13211
0.41,0.51,2.8000000000000003,3,N,13212
0.41,0.51,2.8000000000000003,4,N,13213
0.41,0.51,2.8000000000000003,5,N,13214
0.41,0.51,3.1000000000000005,1,N,13215
0.41,0.51,3.1000000000000005,2,N,13216
0.41,0.51,3.1000000000000005,3,N,13217
0.41,0.51,3.1000000000000005,4,N,13218
0.41,0.51,3.1000000000000005,5,N,13219
0.41,0.51,3.4000000000000004,1,N,13220
0.41,0.51,3.4000000000000004,2,N,13221
0.41,0.51,3.4000000000000004,3,N,13222
0.41,0.51,3.4000000000000004,4,N,13223
0.41,0.51,3.4000000000000004,5,N,13224
0.41,0.51,3.7,1,N,13225
0.41,0.51,3.7,2,N,13226
0.41,0.51,3.7,3,N,13227
0.41,0.51,3.7,4,N,13228
0.41,0.51,3.7,5,N,13229
0.41,0.51,4.0,1,N,13230
0.41,0.51,4.0,2,N,13231
0.41,0.51,4.0,3,N,13232
0.41,0.51,4.0,4,N,13233
0.41,0.51,4.0,5,N,13234
0.41,0.51,4.300000000000002,1,N,13235
0.41,0.51,4.300000000000002,2,N,13236
0.41,0.51,4.300000000000002,3,N,13237
0.41,0.51,4.300000000000002,4,N,13238
0.41,0.51,4.300000000000002,5,N,13239
0.41,0.51,4.6000000000000005,1,N,13240
0.41,0.51,4.6000000000000005,2,N,13241
0.41,0.51,4.6000000000000005,3,N,13242
0.41,0.51,4.6000000000000005,4,N,13243
0.41,0.51,4.6000000000000005,5,N,13244
0.41,0.51,4.9,1,N,13245
0.41,0.51,4.9,2,N,13246
0.41,0.51,4.9,3,N,13247
0.41,0.51,4.9,4,N,13248
0.41,0.51,4.9,5,N,13249
0.41,0.6100000000000001,0.01,1,N,13250
0.41,0.6100000000000001,0.01,2,N,13251
0.41,0.6100000000000001,0.01,3,N,13252
0.41,0.6100000000000001,0.01,4,N,13253
0.41,0.6100000000000001,0.01,5,N,13254
0.41,0.6100000000000001,0.11,1,N,13255
0.41,0.6100000000000001,0.11,2,N,13256
0.41,0.6100000000000001,0.11,3,N,13257
0.41,0.6100000000000001,0.11,4,N,13258
0.41,0.6100000000000001,0.11,5,N,13259
0.41,0.6100000000000001,0.21,1,N,13260
0.41,0.6100000000000001,0.21,2,N,13261
0.41,0.6100000000000001,0.21,3,N,13262
0.41,0.6100000000000001,0.21,4,N,13263
0.41,0.6100000000000001,0.21,5,N,13264
0.41,0.6100000000000001,0.31000000000000005,1,N,13265
0.41,0.6100000000000001,0.31000000000000005,2,N,13266
0.41,0.6100000000000001,0.31000000000000005,3,N,13267
0.41,0.6100000000000001,0.31000000000000005,4,N,13268
0.41,0.6100000000000001,0.31000000000000005,5,N,13269
0.41,0.6100000000000001,0.41,1,N,13270
0.41,0.6100000000000001,0.41,2,N,13271
0.41,0.6100000000000001,0.41,3,N,13272
0.41,0.6100000000000001,0.41,4,N,13273
0.41,0.6100000000000001,0.41,5,N,13274
0.41,0.6100000000000001,0.51,1,N,13275
0.41,0.6100000000000001,0.51,2,N,13276
0.41,0.6100000000000001,0.51,3,N,13277
0.41,0.6100000000000001,0.51,4,N,13278
0.41,0.6100000000000001,0.51,5,N,13279
0.41,0.6100000000000001,0.6100000000000001,1,N,13280
0.41,0.6100000000000001,0.6100000000000001,2,N,13281
0.41,0.6100000000000001,0.6100000000000001,3,N,13282
0.41,0.6100000000000001,0.6100000000000001,4,N,13283
0.41,0.6100000000000001,0.6100000000000001,5,N,13284
0.41,0.6100000000000001,0.7100000000000001,1,N,13285
0.41,0.6100000000000001,0.7100000000000001,2,N,13286
0.41,0.6100000000000001,0.7100000000000001,3,N,13287
0.41,0.6100000000000001,0.7100000000000001,4,N,13288
0.41,0.6100000000000001,0.7100000000000001,5,N,13289
0.41,0.6100000000000001,0.81,1,N,13290
0.41,0.6100000000000001,0.81,2,N,13291
0.41,0.6100000000000001,0.81,3,N,13292
0.41,0.6100000000000001,0.81,4,N,13293
0.41,0.6100000000000001,0.81,5,N,13294
0.41,0.6100000000000001,0.91,1,N,13295
0.41,0.6100000000000001,0.91,2,N,13296
0.41,0.6100000000000001,0.91,3,N,13297
0.41,0.6100000000000001,0.91,4,N,13298
0.41,0.6100000000000001,0.91,5,N,13299
0.41,0.6100000000000001,1.01,1,N,13300
0.41,0.6100000000000001,1.01,2,N,13301
0.41,0.6100000000000001,1.01,3,N,13302
0.41,0.6100000000000001,1.01,4,N,13303
0.41,0.6100000000000001,1.01,5,N,13304
0.41,0.6100000000000001,1.11,1,N,13305
0.41,0.6100000000000001,1.11,2,N,13306
0.41,0.6100000000000001,1.11,3,N,13307
0.41,0.6100000000000001,1.11,4,N,13308
0.41,0.6100000000000001,1.11,5,N,13309
0.41,0.6100000000000001,1.3,1,N,13310
0.41,0.6100000000000001,1.3,2,N,13311
0.41,0.6100000000000001,1.3,3,N,13312
0.41,0.6100000000000001,1.3,4,N,13313
0.41,0.6100000000000001,1.3,5,N,13314
0.41,0.6100000000000001,1.6,1,N,13315
0.41,0.6100000000000001,1.6,2,N,13316
0.41,0.6100000000000001,1.6,3,N,13317
0.41,0.6100000000000001,1.6,4,N,13318
0.41,0.6100000000000001,1.6,5,N,13319
0.41,0.6100000000000001,1.9,1,N,13320
0.41,0.6100000000000001,1.9,2,N,13321
0.41,0.6100000000000001,1.9,3,N,13322
0.41,0.6100000000000001,1.9,4,N,13323
0.41,0.6100000000000001,1.9,5,N,13324
0.41,0.6100000000000001,2.2,1,N,13325
0.41,0.6100000000000001,2.2,2,N,13326
0.41,0.6100000000000001,2.2,3,N,13327
0.41,0.6100000000000001,2.2,4,N,13328
0.41,0.6100000000000001,2.2,5,N,13329
0.41,0.6100000000000001,2.5,1,N,13330
0.41,0.6100000000000001,2.5,2,N,13331
0.41,0.6100000000000001,2.5,3,N,13332
0.41,0.6100000000000001,2.5,4,N,13333
0.41,0.6100000000000001,2.5,5,N,13334
0.41,0.6100000000000001,2.8000000000000003,1,N,13335
0.41,0.6100000000000001,2.8000000000000003,2,N,13336
0.41,0.6100000000000001,2.8000000000000003,3,N,13337
0.41,0.6100000000000001,2.8000000000000003,4,N,13338
0.41,0.6100000000000001,2.8000000000000003,5,N,13339
0.41,0.6100000000000001,3.1000000000000005,1,N,13340
0.41,0.6100000000000001,3.1000000000000005,2,N,13341
0.41,0.6100000000000001,3.1000000000000005,3,N,13342
0.41,0.6100000000000001,3.1000000000000005,4,N,13343
0.41,0.6100000000000001,3.1000000000000005,5,N,13344
0.41,0.6100000000000001,3.4000000000000004,1,N,13345
0.41,0.6100000000000001,3.4000000000000004,2,N,13346
0.41,0.6100000000000001,3.4000000000000004,3,N,13347
0.41,0.6100000000000001,3.4000000000000004,4,N,13348
0.41,0.6100000000000001,3.4000000000000004,5,N,13349
0.41,0.6100000000000001,3.7,1,N,13350
0.41,0.6100000000000001,3.7,2,N,13351
0.41,0.6100000000000001,3.7,3,N,13352
0.41,0.6100000000000001,3.7,4,N,13353
0.41,0.6100000000000001,3.7,5,N,13354
0.41,0.6100000000000001,4.0,1,N,13355
0.41,0.6100000000000001,4.0,2,N,13356
0.41,0.6100000000000001,4.0,3,N,13357
0.41,0.6100000000000001,4.0,4,N,13358
0.41,0.6100000000000001,4.0,5,N,13359
0.41,0.6100000000000001,4.300000000000002,1,N,13360
0.41,0.6100000000000001,4.300000000000002,2,N,13361
0.41,0.6100000000000001,4.300000000000002,3,N,13362
0.41,0.6100000000000001,4.300000000000002,4,N,13363
0.41,0.6100000000000001,4.300000000000002,5,N,13364
0.41,0.6100000000000001,4.6000000000000005,1,N,13365
0.41,0.6100000000000001,4.6000000000000005,2,N,13366
0.41,0.6100000000000001,4.6000000000000005,3,N,13367
0.41,0.6100000000000001,4.6000000000000005,4,N,13368
0.41,0.6100000000000001,4.6000000000000005,5,N,13369
0.41,0.6100000000000001,4.9,1,N,13370
0.41,0.6100000000000001,4.9,2,N,13371
0.41,0.6100000000000001,4.9,3,N,13372
0.41,0.6100000000000001,4.9,4,N,13373
0.41,0.6100000000000001,4.9,5,N,13374
0.41,0.7100000000000001,0.01,1,N,13375
0.41,0.7100000000000001,0.01,2,N,13376
0.41,0.7100000000000001,0.01,3,N,13377
0.41,0.7100000000000001,0.01,4,N,13378
0.41,0.7100000000000001,0.01,5,N,13379
0.41,0.7100000000000001,0.11,1,N,13380
0.41,0.7100000000000001,0.11,2,N,13381
0.41,0.7100000000000001,0.11,3,N,13382
0.41,0.7100000000000001,0.11,4,N,13383
0.41,0.7100000000000001,0.11,5,N,13384
0.41,0.7100000000000001,0.21,1,N,13385
0.41,0.7100000000000001,0.21,2,N,13386
0.41,0.7100000000000001,0.21,3,N,13387
0.41,0.7100000000000001,0.21,4,N,13388
0.41,0.7100000000000001,0.21,5,N,13389
0.41,0.7100000000000001,0.31000000000000005,1,N,13390
